# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleBridge.facet.initialization.ms,1778353275078000000,1778353335016000000,0
jps.reload.project.entities.ms,1778353275078000000,1778353335016000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1778353275078000000,1778353335016000000,1
workspaceModel.save.cache.to.file.ms,1778353275078000000,1778353335016000000,89
DirectByteBufferAllocator.reclaimed,1778353275078000000,1778353335016000000,46
StreamlinedBlobStorage.recordsDeleted,1778353275078000000,1778353335016000000,2
FileChannelInterruptsRetryer.totalRetriedAttempts,1778353275078000000,1778353335016000000,0
FilePageCache.pageLoads,1778353275078000000,1778353335016000000,220
MappedFileStorage.totalTimeSpentOnMappingUs,1778353275078000000,1778353335016000000,152002
FilePageCache.disposedBuffers,1778353275078000000,1778353335016000000,191
FilePageCache.pageLoadsAboveSizeThreshold,1778353275078000000,1778353335016000000,0
FilePageCache.pageHits,1778353275078000000,1778353335016000000,2
StreamlinedBlobStorage.recordsRelocated,1778353275078000000,1778353335016000000,0
StorageLockContext.competingThreads.90P,1778353275078000000,1778353335016000000,0
FilePageCache.maxRegisteredFiles,1778353275078000000,1778353335016000000,1003
StreamlinedBlobStorage.recordsAllocated,1778353275078000000,1778353335016000000,2065
FilePageCache.capacityInBytes,1778353275078000000,1778353335016000000,629145600
DirectByteBufferAllocator.disposed,1778353275078000000,1778353335016000000,145
FilePageCache.totalPageDisposalsUs,1778353275078000000,1778353335016000000,41
FilePageCache.pageFastCacheHits,1778353275078000000,1778353335016000000,1970364
MappedFileStorage.storages,1778353275078000000,1778353335016000000,17
FilePageCache.maxCacheSizeInBytes,1778353275078000000,1778353335016000000,573620224
FilePageCache.totalPageLoadsUs,1778353275078000000,1778353335016000000,74414
StorageLockContext.competingThreads.max,1778353275078000000,1778353335016000000,0
FilePageCache.uncachedFileAccess,1778353275078000000,1778353335016000000,596
MappedFileStorage.totalPagesMapped,1778353275078000000,1778353335016000000,17
StorageLockContext.competingThreads.avg,1778353275078000000,1778353335016000000,0.0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1778353275078000000,1778353335016000000,208138
MappedFileStorage.totalBytesMapped,1778353275078000000,1778353335016000000,206831616
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1778353275078000000,1778353335016000000,0
DirectByteBufferAllocator.misses,1778353275078000000,1778353335016000000,174
DirectByteBufferAllocator.hits,1778353275078000000,1778353335016000000,46
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1778353275078000000,1778353335016000000,82757
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1778353275078000000,1778353335016000000,573620224
VFS.contentStorage.recordsStoredCompressed,1778353275078000000,1778353335016000000,111
VFS.cache.directoriesCreated,1778353275078000000,1778353335016000000,1417
VFS.rootsCount,1778353275078000000,1778353335016000000,7.0
VFS.contentStorage.recordsUncompressedSize,1778353275078000000,1778353335016000000,3410727
VFS.cache.segmentsCreated,1778353275078000000,1778353335016000000,24
VFS.fileChildByName,1778353275078000000,1778353335016000000,242492
VFS.cache.filesCreated,1778353275078000000,1778353335016000000,212310
VFS.contentStorage.recordsStoredSize,1778353275078000000,1778353335016000000,1926600
VFS.contentStorage.recordsStored,1778353275078000000,1778353335016000000,812
VFS.fileByIdCache.hits,1778353275078000000,1778353335016000000,5
VFS.contentStorage.recordsRead,1778353275078000000,1778353335016000000,1012
VFS.folderCaseSensitivityReads,1778353275078000000,1778353335016000000,1208
VFS.contentStorage.recordsDecompressionTimeUs,1778353275078000000,1778353335016000000,2164
VFS.contentStorage.recordsReadSize,1778353275078000000,1778353335016000000,1675550
VFS.invertedFileNameIndex.requests,1778353275078000000,1778353335016000000,2
FileNameCache.totalMisses,1778353275078000000,1778353335016000000,0
FileNameCache.queries,1778353275078000000,1778353335016000000,6096640
VFS.fileByIdCache.misses,1778353275078000000,1778353335016000000,58185
VFS.contentStorage.recordsReadDecompressed,1778353275078000000,1778353335016000000,24
VFS.contentStorage.recordsDeduplicated,1778353275078000000,1778353335016000000,223
VFS.cache.segments,1778353275078000000,1778353335016000000,49.0
JVM.totalTimeAtSafepointsMs,1778353275078000000,1778353335016000000,58737
JVM.maxHeapBytes,1778353275078000000,1778353335016000000,2147483648
MEM.fileMappingsRamBytes,1778353275078000000,1778353335016000000,512634880
JVM.GC.collectionTimesMs,1778353275078000000,1778353335016000000,585
JVM.usedNativeBytes,1778353275078000000,1778353335016000000,578795824
JVM.totalSafepointCount,1778353275078000000,1778353335016000000,51
JVM.usedHeapBytes,1778353275078000000,1778353335016000000,1523687272
MEM.ramMinusFileMappingsBytes,1778353275078000000,1778353335016000000,3607330816
JVM.newThreadsCount,1778353275078000000,1778353335016000000,84
MEM.ramBytes,1778353275078000000,1778353335016000000,4119965696
JVM.maxThreadCount,1778353275078000000,1778353335016000000,247
JVM.totalBytesAllocated,1778353275078000000,1778353335016000000,10505801744
OS.loadAverage,1778353275078000000,1778353335016000000,-1.0
MEM.ramPlusSwapMinusFileMappingsBytes,1778353275078000000,1778353335016000000,3718434816
JVM.GC.collections,1778353275078000000,1778353335016000000,51
JVM.committedHeapBytes,1778353275078000000,1778353335016000000,2085617664
JVM.totalTimeToSafepointsMs,1778353275078000000,1778353335016000000,2069
JVM.totalCpuTimeMs,1778353275078000000,1778353335016000000,154657
JVM.threadCount,1778353275078000000,1778353335016000000,247
JVM.totalDirectByteBuffersBytes,1778353275078000000,1778353335016000000,578899976
FlushQueue.queueSizeMax,1778353275078000000,1778353335016000000,0
FlushQueue.waitingTimeMaxNs,1778353275078000000,1778353335016000000,0
FlushQueue.queueSizeAvg,1778353275078000000,1778353335016000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1778353275078000000,1778353335016000000,186386
NonBlockingReadAction.finalizedExecutionsCount,1778353275078000000,1778353335016000000,675
FlushQueue.executionTime90PNs,1778353275078000000,1778353335016000000,0
NonBlockingReadAction.failedExecutionTimeUs,1778353275078000000,1778353335016000000,223683
ReadAction.executionsCount,1778353275078000000,1778353335016000000,187714
FlushQueue.executionTimeMaxNs,1778353275078000000,1778353335016000000,0
FlushQueue.waitingTime90PNs,1778353275078000000,1778353335016000000,0
NonBlockingReadAction.failedExecutionsCount,1778353275078000000,1778353335016000000,9
FlushQueue.waitingTimeAvgNs,1778353275078000000,1778353335016000000,0.0
FlushQueue.executionTimeAvgNs,1778353275078000000,1778353335016000000,0.0
FlushQueue.tasksExecuted,1778353275078000000,1778353335016000000,0
AWTEventQueue.dispatchTimeMaxNs,1778353275078000000,1778353335016000000,237567
AWTEventQueue.eventsDispatched,1778353275078000000,1778353335016000000,4
FlushQueue.queueSize90P,1778353275078000000,1778353335016000000,0
WriteAction.executionsCount,1778353275078000000,1778353335016000000,40
AWTEventQueue.dispatchTimeTotalNS,1778353275078000000,1778353335016000000,6822590900
AWTEventQueue.dispatchTime90PNs,1778353275078000000,1778353335016000000,237567
AWTEventQueue.dispatchTimeAvgNs,1778353275078000000,1778353335016000000,201472.0
Indexing.writer_4.totalTimeSpentWritingMs,1778353275078000000,1778353335016000000,2375
Indexing.writer_2.totalTimeSpentWritingMs,1778353275078000000,1778353335016000000,906
Indexes.allKeys.lookups,1778353275078000000,1778353335016000000,7
Indexes.allKeys.lookupDurationMaxMs,1778353275078000000,1778353335016000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1778353275078000000,1778353335016000000,852
Indexing.writer_0.totalTimeSpentWritingMs,1778353275078000000,1778353335016000000,1223
Indexing.cache.totalCacheEvicted,1778353275078000000,1778353335016000000,830127
Indexing.writer_5.totalTimeSpentWritingMs,1778353275078000000,1778353335016000000,809
Indexes.stubs.lookupDuration90PMs,1778353275078000000,1778353335016000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1778353275078000000,1778353335016000000,0.0
Indexing.cache.totalCacheAccesses,1778353275078000000,1778353335016000000,2838894
Indexing.writesQueuedMin,1778353275078000000,1778353335016000000,9223372036854775807
Indexes.allKeys.lookupDuration90PMs,1778353275078000000,1778353335016000000,0.0
Indexing.totalTimeIndexersSleptMs,1778353275078000000,1778353335016000000,0
Indexes.entries.lookups,1778353275078000000,1778353335016000000,2833
Indexing.writesQueuedMax,1778353275078000000,1778353335016000000,0
Indexes.stubs.lookupDurationAvgMs,1778353275078000000,1778353335016000000,0.0
Indexes.stubs.lookupDurationMaxMs,1778353275078000000,1778353335016000000,0.0
Indexes.entries.lookupDuration90PMs,1778353275078000000,1778353335016000000,0.0
Indexing.cache.totalCacheMisses,1778353275078000000,1778353335016000000,829832
Indexes.stubs.lookups,1778353275078000000,1778353335016000000,10329
Indexes.entries.lookupDurationMaxMs,1778353275078000000,1778353335016000000,0.0
Indexes.entries.lookupDurationAvgMs,1778353275078000000,1778353335016000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1778353275078000000,1778353335016000000,901
lexer.JQuery-CSS.time.ns,1778353275078000000,1778353335016000000,249000
parser.JQuery-CSS.time.ns,1778353275078000000,1778353335016000000,2217500
parser.CSS.size.bytes,1778353275078000000,1778353335016000000,7206607
writeAction.median.wait.ms,1778353275078000000,1778353335016000000,0
lexer.yaml.size.bytes,1778353275078000000,1778353335016000000,126
lexer.Markdown.time.ns,1778353275078000000,1778353335016000000,1201548200
lexer.TypeScript.size.bytes,1778353275078000000,1778353335016000000,26153281
lexer.JSON.size.bytes,1778353275078000000,1778353335016000000,3692
parser.Markdown.time.ns,1778353275078000000,1778353335016000000,2518635300
parser.yaml.size.bytes,1778353275078000000,1778353335016000000,126
lexer.ECMAScript.6.size.bytes,1778353275078000000,1778353335016000000,5042227
lexer.LESS.size.bytes,1778353275078000000,1778353335016000000,6294285
DiskQueryRelay.tasksRequested,1778353275078000000,1778353335016000000,14432
lexer.TypeScript.time.ns,1778353275078000000,1778353335016000000,2649367000
lexer.JSON.time.ns,1778353275078000000,1778353335016000000,237000
lexer.XML.time.ns,1778353275078000000,1778353335016000000,2560600
parser.CSS.time.ns,1778353275078000000,1778353335016000000,876068800
lexer.RELAX-NG.size.bytes,1778353275078000000,1778353335016000000,147680
parser.LESS.time.ns,1778353275078000000,1778353335016000000,685359800
parser.LESS.size.bytes,1778353275078000000,1778353335016000000,6294285
parser.RELAX-NG.time.ns,1778353275078000000,1778353335016000000,22670700
lexer.XML.size.bytes,1778353275078000000,1778353335016000000,80
DiskQueryRelay.taskExecutionTotalTimeUs,1778353275078000000,1778353335016000000,10946653
parser.Markdown.size.bytes,1778353275078000000,1778353335016000000,1896442
lexer.CSS.time.ns,1778353275078000000,1778353335016000000,720276000
writeAction.max.wait.ms,1778353275078000000,1778353335016000000,20
LowMemory.gcOverloaded,1778353275078000000,1778353335016000000,0
parser.ECMAScript.6.size.bytes,1778353275078000000,1778353335016000000,19292872
lexer.yaml.time.ns,1778353275078000000,1778353335016000000,192000
DiskQueryRelay.taskWaitingTotalTimeUs,1778353275078000000,1778353335016000000,14254191
LowMemory.gcLoad,1778353275078000000,1778353335016000000,0.0
parser.HTML.size.bytes,1778353275078000000,1778353335016000000,654862
parser.XML.size.bytes,1778353275078000000,1778353335016000000,80
parser.yaml.time.ns,1778353275078000000,1778353335016000000,641700
parser.JSON.size.bytes,1778353275078000000,1778353335016000000,1846
lexer.Markdown.size.bytes,1778353275078000000,1778353335016000000,1896442
lexer.JQuery-CSS.size.bytes,1778353275078000000,1778353335016000000,192
parser.XML.time.ns,1778353275078000000,1778353335016000000,39
parser.JSON.time.ns,1778353275078000000,1778353335016000000,1
parser.TypeScript.size.bytes,1778353275078000000,1778353335016000000,31268275
writeAction.count,1778353275078000000,1778353335016000000,40
parser.ECMAScript.6.time.ns,1778353275078000000,1778353335016000000,1653651800
lexer.HTML.size.bytes,1778353275078000000,1778353335016000000,654862
lexer.HTML.time.ns,1778353275078000000,1778353335016000000,1288310200
parser.JQuery-CSS.size.bytes,1778353275078000000,1778353335016000000,192
lexer.RELAX-NG.time.ns,1778353275078000000,1778353335016000000,48708100
parser.HTML.time.ns,1778353275078000000,1778353335016000000,86603100
lexer.ECMAScript.6.time.ns,1778353275078000000,1778353335016000000,149775800
DiskQueryRelay.tasksExecuted,1778353275078000000,1778353335016000000,14408
parser.TypeScript.time.ns,1778353275078000000,1778353335016000000,5171514600
parser.RELAX-NG.size.bytes,1778353275078000000,1778353335016000000,147680
writeAction.wait.ms,1778353275078000000,1778353335016000000,9
lexer.LESS.time.ns,1778353275078000000,1778353335016000000,1984223600
lexer.CSS.size.bytes,1778353275078000000,1778353335016000000,7206607
workspaceModel.cachedValueWithParameters.calculated.count,1778353275078000000,1778353335016000000,0
workspaceModel.to.snapshot.ms,1778353275078000000,1778353335016000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1778353275078000000,1778353335016000000,0
workspaceModel.collect.changes.ms,1778353275078000000,1778353335016000000,0
workspaceModel.loading.total.ms,1778353275078000000,1778353335016000000,1
workspaceModel.workspaceFileIndexData.processFileSets.ms,1778353275078000000,1778353335016000000,0
workspaceModel.replace.project.model.ms,1778353275078000000,1778353335016000000,6
workspaceModel.cachedValue.total.get.count,1778353275078000000,1778353335016000000,150
workspaceModel.loading.from.cache.ms,1778353275078000000,1778353335016000000,1
workspaceModel.entityStorageSnapshotImpl.instances.count,1778353275078000000,1778353335016000000,38
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1778353275078000000,1778353335016000000,5
workspaceModel.initializing.ms,1778353275078000000,1778353335016000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1778353275078000000,1778353335016000000,0
workspaceModel.workspaceFileIndexData.instances.count,1778353275078000000,1778353335016000000,1
workspaceModel.check.recursive.update.ms,1778353275078000000,1778353335016000000,1
workspaceModel.updates.precise.ms,1778353275078000000,1778353335016000000,4
workspaceModel.cachedValue.from.cache.count,1778353275078000000,1778353335016000000,122
workspaceModel.updates.count,1778353275078000000,1778353335016000000,9
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1778353275078000000,1778353335016000000,21
workspaceModel.full.replace.project.model.ms,1778353275078000000,1778353335016000000,10
workspaceModel.on.before.changed.ms,1778353275078000000,1778353335016000000,9
workspaceModel.init.bridges.ms,1778353275078000000,1778353335016000000,2
workspaceModel.cachedValue.calculated.count,1778353275078000000,1778353335016000000,28
workspaceModel.cachedValueWithParameters.clear.count,1778353275078000000,1778353335016000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1778353275078000000,1778353335016000000,0
workspaceModel.on.changed.ms,1778353275078000000,1778353335016000000,11
workspaceModel.pre.handlers.ms,1778353275078000000,1778353335016000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1778353275078000000,1778353335016000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1778353275078000000,1778353335016000000,545
workspaceModel.update.unloaded.entities.ms,1778353275078000000,1778353335016000000,0
workspaceModel.workspaceFileIndexData.init.ms,1778353275078000000,1778353335016000000,2
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1778353275078000000,1778353335016000000,19
workspaceModel.cachedValue.clear.count,1778353275078000000,1778353335016000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1778353275078000000,1778353335016000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1778353275078000000,1778353335016000000,0
workspaceModel.updates.ms,1778353275078000000,1778353335016000000,31
cacheStateStorage.get.counter,1778353335016000000,1778353352525000000,0
cacheStateStorage.set.counter,1778353335016000000,1778353352525000000,5
cacheStateStorage.set.duration,1778353335016000000,1778353352525000000,0
cacheStateStorage.get.duration,1778353335016000000,1778353352525000000,0
jps.modifiable.module.model.bridge.disposing.ms,1778353335016000000,1778353352525000000,0
jps.library.entities.serializer.load.entities.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1778353335016000000,1778353352525000000,0
jps.load.initial.state.ms,1778353335016000000,1778353352525000000,0
workspaceModel.global.updates.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1778353335016000000,1778353352525000000,0
jps.facet.change.listener.init.bridge.ms,1778353335016000000,1778353352525000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1778353335016000000,1778353352525000000,0
jps.global.get.library.ms,1778353335016000000,1778353352525000000,0
jps.save.changed.project.entities.ms,1778353335016000000,1778353352525000000,0
jps.library.entities.serializer.save.entities.ms,1778353335016000000,1778353352525000000,0
workspaceModel.sync.entities.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.instances.count,1778353335016000000,1778353352525000000,0
jps.modifiable.module.model.bridge.renaming.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1778353335016000000,1778353352525000000,0
jps.artifact.entities.serializer.load.entities.ms,1778353335016000000,1778353352525000000,0
jps.module.iml.entities.serializer.save.entities.ms,1778353335016000000,1778353352525000000,0
jps.global.handle.before.change.events.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleBridge.update.option.ms,1778353335016000000,1778353352525000000,0
jps.artifact.entities.serializer.save.entities.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1778353335016000000,1778353352525000000,0
workspaceModel.do.save.caches.ms,1778353335016000000,1778353352525000000,0
jps.load.project.to.empty.storage.ms,1778353335016000000,1778353352525000000,0
workspaceModel.load.cache.from.file.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1778353335016000000,1778353352525000000,0
jps.project.serializers.load.ms,1778353335016000000,1778353352525000000,0
jps.global.get.library.by.name.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1778353335016000000,1778353352525000000,0
jps.facet.change.listener.process.change.events.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1778353335016000000,1778353352525000000,0
jps.modifiable.module.model.bridge.new.module.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1778353335016000000,1778353352525000000,0
jps.global.get.libraries.ms,1778353335016000000,1778353352525000000,0
jps.global.initialize.library.bridges.after.loading.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1778353335016000000,1778353352525000000,0
jps.facet.change.listener.before.change.events.ms,1778353335016000000,1778353352525000000,0
jps.global.handle.changed.events.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1778353335016000000,1778353352525000000,0
jps.project.serializers.save.ms,1778353335016000000,1778353352525000000,0
workspaceModel.load.cache.metadata.from.file.ms,1778353335016000000,1778353352525000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.entities.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1778353335016000000,1778353352525000000,0
jps.storage.jps.conf.reader.load.component.ms,1778353335016000000,1778353352525000000,0
jps.app.storage.content.writer.save.component.ms,1778353335016000000,1778353352525000000,0
jps.modifiable.module.model.bridge.load.module.ms,1778353335016000000,1778353352525000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1778353335016000000,1778353352525000000,0
jps.app.storage.content.reader.load.component.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1778353335016000000,1778353352525000000,0
workspaceModel.orphan.listener.update.ms,1778353335016000000,1778353352525000000,0
workspaceModel.global.apply.state.to.project.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1778353335016000000,1778353352525000000,0
jps.global.initialize.library.bridges.ms,1778353335016000000,1778353352525000000,0
jps.apply.loaded.storage.ms,1778353335016000000,1778353352525000000,0
workspaceModel.global.updates.count,1778353335016000000,1778353352525000000,0
workspaceModel.moduleBridge.before.changed.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1778353335016000000,1778353352525000000,0
jps.save.global.entities.ms,1778353335016000000,1778353352525000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1778353335016000000,1778353352525000000,0
jps.module.iml.entities.serializer.load.entities.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1778353335016000000,1778353352525000000,0
jps.reload.project.entities.ms,1778353335016000000,1778353352525000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1778353335016000000,1778353352525000000,0
workspaceModel.save.cache.to.file.ms,1778353335016000000,1778353352525000000,0
DirectByteBufferAllocator.reclaimed,1778353335016000000,1778353352525000000,50
FileChannelInterruptsRetryer.totalRetriedAttempts,1778353335016000000,1778353352525000000,0
FilePageCache.pageLoads,1778353335016000000,1778353352525000000,4
FilePageCache.disposedBuffers,1778353335016000000,1778353352525000000,557
FilePageCache.pageLoadsAboveSizeThreshold,1778353335016000000,1778353352525000000,0
FilePageCache.pageHits,1778353335016000000,1778353352525000000,0
StorageLockContext.competingThreads.90P,1778353335016000000,1778353352525000000,0
FilePageCache.maxRegisteredFiles,1778353335016000000,1778353352525000000,1003
FilePageCache.capacityInBytes,1778353335016000000,1778353352525000000,629145600
DirectByteBufferAllocator.disposed,1778353335016000000,1778353352525000000,507
FilePageCache.totalPageDisposalsUs,1778353335016000000,1778353352525000000,2
FilePageCache.pageFastCacheHits,1778353335016000000,1778353352525000000,161
FilePageCache.maxCacheSizeInBytes,1778353335016000000,1778353352525000000,573620224
FilePageCache.totalPageLoadsUs,1778353335016000000,1778353352525000000,2031
StorageLockContext.competingThreads.max,1778353335016000000,1778353352525000000,0
FilePageCache.uncachedFileAccess,1778353335016000000,1778353352525000000,22
StorageLockContext.competingThreads.avg,1778353335016000000,1778353352525000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1778353335016000000,1778353352525000000,41992192
DirectByteBufferAllocator.misses,1778353335016000000,1778353352525000000,0
DirectByteBufferAllocator.hits,1778353335016000000,1778353352525000000,4
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1778353335016000000,1778353352525000000,41992192
JVM.totalTimeAtSafepointsMs,1778353335016000000,1778353352525000000,0
JVM.maxHeapBytes,1778353335016000000,1778353352525000000,2147483648
MEM.fileMappingsRamBytes,1778353335016000000,1778353352525000000,511156224
JVM.GC.collectionTimesMs,1778353335016000000,1778353352525000000,0
JVM.usedNativeBytes,1778353335016000000,1778353352525000000,592255040
JVM.totalSafepointCount,1778353335016000000,1778353352525000000,0
JVM.usedHeapBytes,1778353335016000000,1778353352525000000,1787928424
MEM.ramMinusFileMappingsBytes,1778353335016000000,1778353352525000000,3087654912
JVM.newThreadsCount,1778353335016000000,1778353352525000000,9
MEM.ramBytes,1778353335016000000,1778353352525000000,3598811136
JVM.maxThreadCount,1778353335016000000,1778353352525000000,249
JVM.totalBytesAllocated,1778353335016000000,1778353352525000000,224084488
OS.loadAverage,1778353335016000000,1778353352525000000,-1.0
MEM.ramPlusSwapMinusFileMappingsBytes,1778353335016000000,1778353352525000000,3199107072
JVM.GC.collections,1778353335016000000,1778353352525000000,0
JVM.committedHeapBytes,1778353335016000000,1778353352525000000,2085617664
JVM.totalTimeToSafepointsMs,1778353335016000000,1778353352525000000,0
JVM.totalCpuTimeMs,1778353335016000000,1778353352525000000,7687
JVM.threadCount,1778353335016000000,1778353352525000000,196
JVM.totalDirectByteBuffersBytes,1778353335016000000,1778353352525000000,47271944
NonBlockingReadAction.finalizedExecutionTimeUs,1778353335016000000,1778353352525000000,7888
NonBlockingReadAction.finalizedExecutionsCount,1778353335016000000,1778353352525000000,60
NonBlockingReadAction.failedExecutionTimeUs,1778353335016000000,1778353352525000000,0
NonBlockingReadAction.failedExecutionsCount,1778353335016000000,1778353352525000000,0
AWTEventQueue.dispatchTimeTotalNS,1778353335016000000,1778353352525000000,2115171800
Indexing.writer_4.totalTimeSpentWritingMs,1778353335016000000,1778353352525000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1778353335016000000,1778353352525000000,0
Indexes.allKeys.lookups,1778353335016000000,1778353352525000000,1
Indexes.allKeys.lookupDurationMaxMs,1778353335016000000,1778353352525000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1778353335016000000,1778353352525000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1778353335016000000,1778353352525000000,0
Indexing.cache.totalCacheEvicted,1778353335016000000,1778353352525000000,260
Indexing.writer_5.totalTimeSpentWritingMs,1778353335016000000,1778353352525000000,0
Indexes.stubs.lookupDuration90PMs,1778353335016000000,1778353352525000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1778353335016000000,1778353352525000000,0.0
Indexing.cache.totalCacheAccesses,1778353335016000000,1778353352525000000,6
Indexing.writesQueuedMin,1778353335016000000,1778353352525000000,9223372036854775807
Indexes.allKeys.lookupDuration90PMs,1778353335016000000,1778353352525000000,0.0
Indexing.totalTimeIndexersSleptMs,1778353335016000000,1778353352525000000,0
Indexes.entries.lookups,1778353335016000000,1778353352525000000,3
Indexing.writesQueuedMax,1778353335016000000,1778353352525000000,0
Indexes.stubs.lookupDurationAvgMs,1778353335016000000,1778353352525000000,0.0
Indexes.stubs.lookupDurationMaxMs,1778353335016000000,1778353352525000000,0.0
Indexes.entries.lookupDuration90PMs,1778353335016000000,1778353352525000000,0.0
Indexing.cache.totalCacheMisses,1778353335016000000,1778353352525000000,6
Indexes.stubs.lookups,1778353335016000000,1778353352525000000,0
Indexes.entries.lookupDurationMaxMs,1778353335016000000,1778353352525000000,0.0
Indexes.entries.lookupDurationAvgMs,1778353335016000000,1778353352525000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1778353335016000000,1778353352525000000,0
writeAction.median.wait.ms,1778353335016000000,1778353352525000000,0
DiskQueryRelay.tasksRequested,1778353335016000000,1778353352525000000,15
DiskQueryRelay.taskExecutionTotalTimeUs,1778353335016000000,1778353352525000000,13149
writeAction.max.wait.ms,1778353335016000000,1778353352525000000,20
LowMemory.gcOverloaded,1778353335016000000,1778353352525000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1778353335016000000,1778353352525000000,15672
LowMemory.gcLoad,1778353335016000000,1778353352525000000,0.0
writeAction.count,1778353335016000000,1778353352525000000,2
DiskQueryRelay.tasksExecuted,1778353335016000000,1778353352525000000,15
writeAction.wait.ms,1778353335016000000,1778353352525000000,0
